feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,label
0.369926277,1.139693113,-0.026369897,1.053188492,1.695978946,0.773139741,-1.841022401,0.767870889,1.043159449,2.377895828,0.736260901,0.524884127,-0.562558383,-0.700031002,0.022916105,-2.18786236,1.563948412,1.728936274,0.601106929,-0.096957883,-0.792040496,1.912387686,0.073564565,-0.321693335,0.437979696,1.682120873,-0.106326354,-0.710942191,1.134066499,1.079885542,-0.735754127,-0.361703097,1.191107543,0.378844826,0.678919958,-0.214313921,0.021177011,-0.298519661,2.242097046,-1.324356886,0.513095145,0.233729725,0.041714696,-0.139063503,-0.509830609,1.463657129,0.464971454,-0.856700328,0.541337648,1.996975862,3
-1.48359687,-1.182729107,0.723984179,0.29715967,-0.925402532,1.253724254,-0.11382661,-1.576483483,1.525314922,-1.167124103,-1.156520899,-1.648332066,-0.880694993,1.461197558,1.887618891,0.847022433,-0.235218821,-1.187124694,-0.50899271,-0.299760947,0.647538562,-2.263181696,0.122198259,1.325374165,2.098019133,1.246181369,-0.209657326,-1.454910032,1.521331995,1.168044857,1.187976054,-1.741635795,-0.32923763,-0.568132347,0.552420986,-0.174217757,1.571237411,-0.399743986,0.062325235,-0.075031995,0.860270657,-0.920029453,1.229320784,-0.655089945,0.338647503,-0.969928775,-1.081024793,-0.709224227,-0.667251302,1.479273311,1
1.430437672,-1.504020558,-0.250982079,-0.01609145,-2.366632016,-0.235111047,-0.153831676,0.216114354,-1.872886107,1.969346869,-0.077604771,-0.490366632,0.699716808,-2.211267072,1.417334787,0.238433208,1.88462925,1.750658538,0.131045194,1.42785604,0.464211195,-0.023755521,0.29501375,1.384125806,-0.354857175,0.904103086,1.241773609,-0.82111916,1.034822847,-1.945686344,0.136814799,0.855161141,1.296803282,1.105118413,2.733992226,1.436545929,0.312081753,0.700784201,0.842571294,0.462019849,1.084437331,1.57396045,-0.373889595,0.318145848,0.513915976,-0.279753272,0.06400886,0.883398071,-0.190004218,0.726132164,0
0.530543208,0.015526599,0.69683141,-0.265451575,-0.833358525,3.639862654,1.135694988,-0.331685247,0.197176071,-0.08264875,1.783106608,-0.305531511,0.787237614,-1.129594149,0.360300661,-0.030318685,-0.130994872,0.832013492,0.73863582,0.408190902,-0.151982835,0.430261354,-0.017816683,1.656394824,1.861219195,0.545962025,1.805932744,-1.04842921,0.705877136,0.158564231,-1.153209796,0.312722808,-0.14983162,-0.295212076,-0.800949404,-0.572578258,0.497139251,0.652280258,-0.979973825,-0.615248072,0.408014688,-1.109495137,-0.349921122,-0.509261141,-2.037469745,1.464917069,-0.401050179,-0.939105563,-0.869237376,0.74700692,0
-0.16941651,0.064871508,1.703743933,-0.035954903,-1.823693062,-2.094118006,0.074543749,0.833756353,-2.033918999,-0.73475957,-0.328542707,-1.29900353,-1.309340266,-0.74661866,-0.76396116,-0.447693576,1.202890698,-1.695067155,0.34674473,-0.698429396,-0.808637671,-1.862021442,-1.272803784,1.254961251,0.091101773,0.407813741,-0.84102044,-1.365167617,-0.251600847,-0.216519668,0.923623293,2.795832637,-1.168034564,0.322056093,0.878767041,0.546092214,1.421388224,-0.730325914,1.447404488,-1.321467633,-1.357896046,1.686003233,-1.081540592,1.428335676,0.050545976,0.749653277,-2.457577731,-0.07788732,-0.818723533,1.137429405,0
0.714346392,0.546223624,0.546838454,0.431425991,-1.393318496,0.109230397,1.016344674,-1.085421268,-0.923430514,-1.117086422,-1.033715333,1.175585143,0.020446107,0.235488733,1.113268993,0.033427913,-0.860119401,-1.369315735,0.724554293,-1.442790784,0.449149648,0.291100729,0.370189088,-0.024855506,-0.505946017,-1.061156382,-0.071991209,0.498113674,-2.026219027,1.372500748,1.791852105,0.585071666,1.193643713,-0.658646745,1.090126054,0.775913349,0.808228852,0.086789297,-0.194282441,-0.294575676,1.654602251,-1.169479454,-1.065657992,-0.123416186,-1.539289687,-0.005094058,2.113323968,-1.000772151,1.46549048,-0.850660641,1
-0.996259935,0.868697419,0.677491741,0.446469961,2.716172247,1.231785154,0.359517108,0.876036654,0.413636087,-0.185903316,2.457839418,0.583388083,2.089429637,0.531020656,0.487380076,-1.212323612,-0.448765127,-1.567684655,-0.244910725,-0.330299612,0.217402498,-0.600363571,-0.002871881,-0.200011087,-0.249620713,-0.126353505,0.487296919,-0.266272807,-0.672158602,3.053539885,-0.263002184,0.713477041,0.672627797,1.486322332,1.858619729,-0.278041434,1.091830771,-1.474079793,1.351322782,-0.264697091,0.342903245,1.027038145,-0.024682605,0.870980333,0.959170057,1.579639642,0.410868391,1.090628708,1.374582596,-1.459670649,3
-0.928552917,0.081930272,0.356454385,0.194584495,-1.689356997,1.221774868,-0.47164225,-0.444822187,-2.21201866,-0.071581857,1.496357026,-1.356808814,-0.198308305,0.836204052,-1.884877457,1.403021562,-0.605562267,-0.932802142,0.255123464,0.001415814,-1.605114581,0.217759555,-0.372491873,0.640878325,-0.227753629,-0.045396584,0.310879916,1.553524695,-1.346685631,2.674663699,0.333790284,0.463214472,-0.775171382,-0.261186501,-0.250445544,-1.452318848,-2.155641,1.851463661,-1.609228792,1.917416308,0.05100356,0.222720766,0.107754538,-2.339028447,1.33560188,1.10048427,0.994870794,-0.10339286,0.36997737,-0.820241841,1
0.921722866,0.485998607,1.791661577,0.442814842,0.273733421,0.663673748,-0.130465601,0.46905805,0.454677471,0.317687201,0.660016889,0.68676065,0.721541834,0.280417197,-0.157469177,-0.807655426,0.11003072,-2.718068232,0.910740549,-0.882212298,1.827319677,-1.231038492,0.219481383,0.506026758,0.306153531,-1.095286326,-0.367194022,0.578062131,0.978676711,-2.588646696,-0.334925778,0.396374978,0.145186082,1.090502781,-0.937661478,-1.177410761,1.290039455,-0.738695482,-0.117052028,0.005053218,-1.339865529,-0.136541774,-0.257352774,-0.131435294,-0.879917597,0.329324943,1.116443539,0.506620078,1.256943799,0.742315399,2
-1.409944629,0.006804665,0.224911731,-0.252331742,-1.662115398,0.870612795,-0.700706033,0.045466041,-0.807674028,1.442320412,2.426410022,-0.231842869,1.292859159,-0.8156657,-0.576410706,-0.773797182,-1.550311742,0.376411294,0.0069618,1.416516959,-0.041217324,0.60585389,2.78872749,-0.115743155,2.28960407,-1.072946276,-0.525269412,-0.417825497,-0.290787952,2.536574618,1.331657211,0.843686482,1.024384117,1.151620786,0.768386861,2.223577791,-2.025673688,-0.341143617,-0.14237478,0.201968559,-0.644333341,-0.397233464,-0.764222444,0.29607868,0.24752646,0.934939771,0.456973609,-0.984950809,1.336237503,0.657568773,1
-0.803195772,-0.373567213,0.123723346,-1.016121961,-1.938353833,-2.309263573,-0.362341571,1.259277621,0.063543253,-1.259800674,-0.451015083,1.234022204,-0.538143844,1.810158903,-0.865060766,0.999656339,-0.126859968,-0.960259431,1.195316464,0.338996245,0.078335951,0.786830267,-0.453794417,-0.630058186,-1.203079985,1.277983643,0.675771705,1.42295464,-2.2997848,-0.141439902,-1.385498815,0.405534737,-0.511740106,0.778365049,-1.148229621,0.073543427,-1.397693363,-0.6038466,0.533524608,-1.531550963,0.587515795,3.140142404,0.74898512,0.015272551,-0.959833924,0.944656539,-1.902239921,-0.655569012,1.125264496,0.57587914,0
-0.228669663,0.195390794,0.96096117,1.704894769,3.48785845,1.807601317,0.157446496,0.603940756,0.248622804,0.440156659,-0.509163982,-0.923689135,0.62474377,-0.324759839,-0.374766308,1.163095969,-1.308867361,3.100587668,0.546435594,-1.15048635,0.771300152,0.005507278,-0.993644767,-0.597301297,0.46724511,0.775548256,0.540054713,0.292835254,1.427196677,2.884182212,-1.49658435,-0.172695493,0.744315785,0.292049922,0.975217052,-0.347576075,-1.23106724,0.507219113,-0.602103415,0.209691112,0.37209538,-0.677535762,-1.951845518,1.081914536,-1.791472926,0.45811001,1.328611328,-0.775268754,0.197964027,-0.767503845,3
1.152848152,-0.495154467,-0.784052169,0.616795022,2.76209431,0.002110957,-1.199975057,1.549247876,-0.120665692,-0.560010749,0.531492486,-0.282151579,0.743262143,-0.137036948,-0.428728531,-0.420745456,-2.406396886,-2.298893872,-0.180255934,0.0293423,0.453553114,0.085575646,-0.620319338,-0.841794705,0.818838856,-1.7417053,2.477312874,-0.50191112,-1.195743278,1.780091358,1.424416544,-1.297895875,-0.473952991,2.839342328,-1.53542403,0.592329269,-0.656942815,-0.391712023,-0.707012223,-0.243588566,0.542967825,1.138059503,-1.362762799,-0.919548673,0.508664772,0.533754253,-1.461077176,0.309640666,1.246039885,1.377349132,3
-0.303124163,-2.424458824,0.620900216,-0.243732633,-1.248372162,0.869580566,0.234345429,-0.323704122,-0.241586134,-0.472302824,-1.696503712,-0.611926194,2.483979453,-0.683430794,-0.407608875,-0.232032185,-1.109676232,0.317183862,-0.400395747,-0.201429297,0.723906445,-1.096780387,-0.813519398,-1.803742916,0.660761678,1.100251878,0.511370165,-1.134225923,-0.672460893,0.263906288,-1.622054233,-0.221941378,0.840020818,1.004089722,-0.378672272,-0.906668587,-0.592337615,0.57788457,-0.526197864,-0.117002358,0.278071241,-1.193257394,-0.390256722,-0.720548019,2.286719579,0.225484645,-0.083546878,0.573436598,-0.162883184,-2.149863495,0
-0.265043877,1.666821073,-1.303041393,-0.583568653,1.705329767,0.080662968,-0.985755283,-0.212011739,1.374225469,0.927544915,-0.216705867,1.170375559,0.503172332,1.584866327,0.197814458,0.918642535,-1.014681444,-3.170858654,-0.355649821,0.21995752,0.217427477,0.394971235,0.548090617,1.238827522,0.075263712,-0.273114724,-1.315504948,0.734514007,0.126946542,0.967759698,0.421738854,0.849109089,-0.578201216,-0.651676966,1.709696899,0.352069846,-0.434037123,0.541086865,-1.427435537,-0.490626109,0.608896098,-0.748618613,0.559767189,-0.545996626,-0.281310715,1.269201299,0.704561762,-0.651728754,-0.162898306,1.397015624,2
-0.067337277,-0.590874421,0.076602542,1.786481124,2.290290526,0.194530075,-0.353371567,-0.971763569,-0.50370828,-1.294255079,-0.703273214,-0.611105278,0.0739041,-0.075627899,0.369934585,-0.248716653,-0.018515337,1.95157228,1.353042824,0.420070527,-1.285545952,0.589759594,0.516994846,0.543459258,-0.945393766,0.044554073,1.027065396,-0.321410053,1.248101544,2.019553075,0.388485296,0.549623688,-0.552953283,1.08684445,-0.289817571,0.229392657,-0.352470541,1.160401443,0.243524248,-2.253057542,-0.825216691,0.858590397,-0.395525843,1.16754814,0.61301847,0.249484226,-0.809586451,-1.607162816,-0.172802748,0.818952881,3
-0.601782783,1.579326001,0.1467638,1.914369717,0.705840782,-1.470322699,1.024901517,0.482340153,0.493964808,1.343144181,-0.950219169,0.780693728,1.415178857,0.088829368,0.086729339,-0.983778497,-0.248469126,0.577385079,0.923847246,1.143957331,-0.211060117,-0.80526425,-0.527734021,-0.034491989,-0.078175393,0.231517041,0.747679282,0.338610283,-0.945057961,-0.726982163,-0.7665433,-0.413992306,-0.093753522,1.546144998,-0.51332117,1.11979538,-0.049425896,-0.638521943,-0.63701852,1.213798649,-0.037829153,0.828896483,-1.078830502,1.354809299,-0.087998724,0.388039508,-0.97573378,0.615247535,-1.328037509,-0.568995849,2
-0.81923512,-0.973734838,0.640878198,-0.598441354,-1.20252426,0.109634092,0.710831917,-0.095687374,1.870259899,2.160895343,-0.110762488,-0.931332392,0.119714883,-0.457728693,-1.554585516,-1.451449003,1.267426564,-0.842925589,-0.490269948,0.06480275,0.094545514,0.184006119,0.611582962,-1.132388748,0.56284177,1.060159096,1.073627102,0.273693327,-0.216478222,0.694072136,0.020283915,-1.032097643,-1.095732549,0.838961738,0.2101182,-1.443351722,0.521021283,0.89793706,0.151954094,1.777187267,1.527955417,0.710059915,-1.129983801,-0.277373496,-1.395153472,-0.089101166,0.477114589,0.572964677,0.028778782,-0.547681269,1
0.791789711,0.48998362,0.247653663,-0.644677659,-1.400624457,-0.661290103,-0.078093981,0.348849124,-0.385075843,-1.39197406,0.54313895,0.837629054,2.187526531,-0.765472503,-0.061137355,0.846836109,-0.639172633,-0.573482524,-1.852789997,-0.021028787,-2.101359016,-0.763739795,-0.898915548,-0.829776998,0.174786159,-1.314101718,-0.429056978,1.442071176,-1.575382199,2.582556255,-0.234630264,-1.808458633,0.194053665,1.856114388,-0.928517579,0.730145778,0.43685418,-0.182625019,0.033468614,-1.59188663,0.809787518,-1.171286753,-0.352939494,1.144136718,1.020104671,0.65538391,0.867076152,0.170118542,0.821083441,-0.654064165,1
1.138654666,0.281652746,1.764949754,0.563867169,1.090568092,1.501372163,0.211176154,-0.768773803,-0.807307623,-0.442766192,0.16173124,-1.051942291,-0.248166759,1.699046074,-1.629040729,0.622194847,-0.347618072,1.337574748,0.677489736,-0.58809457,0.193152773,-0.041436245,0.461106217,-2.635849317,1.172422066,0.237149172,0.941693913,0.621569016,0.58975786,0.124913041,-0.104672159,-0.832438181,-0.480725487,-0.458858383,-0.512436999,-1.696266645,3.084593506,0.048973066,0.270998784,-0.810087704,-0.930277737,-1.368332931,-1.335584701,-0.641094865,1.874740291,0.159417699,0.715627392,0.695256633,1.515044237,0.653762535,1
1.451194512,-1.456309571,-0.290664511,0.025522046,1.741083037,-0.317329074,2.00750094,0.82068237,-2.74841917,-0.077025301,-0.412713511,0.753009457,-0.846055915,0.878155416,1.907111499,0.49400467,0.016465171,-1.561724207,-1.50862287,-0.453293196,1.132158368,-0.600937769,1.504408754,-0.885696525,0.183918916,-1.469370793,0.029488773,0.62666964,-0.368100124,1.376360669,1.237129514,1.049616693,2.152128682,-0.475382731,-0.135062742,-0.765290716,0.720555773,1.26450313,1.259996926,-1.075762322,1.625536773,0.359002328,0.683226553,-0.0281027,1.486797237,-1.593299962,0.888345047,-0.632552474,-1.92586076,-0.542486521,3
0.233642518,-0.115385276,-2.381316398,0.582295317,1.206780327,-0.119653397,0.191810405,-0.191677277,0.704301994,0.944624996,-2.153981015,-0.022247387,2.00159213,1.289176903,-1.235311234,-0.880514866,-0.248985674,-1.339392499,-0.115639592,-0.248208819,-0.463998385,0.845742865,0.804896166,-0.292620534,-0.600742336,-0.148923693,-0.995421168,0.524182463,-1.448323585,-2.796274007,1.121427987,0.457734681,0.474007388,-1.527955471,0.429054786,0.379291112,0.025341519,0.422927713,-0.343875235,0.971275189,-1.015794364,1.236288286,-0.264725362,1.239701565,-0.826587569,-1.175526033,0.904239702,-1.734311722,0.667942182,-1.957864228,2
-1.312903435,1.148166696,0.181686496,-0.278623138,-0.512696538,0.076007405,1.669228222,1.882270575,2.060258692,1.459012891,1.072170629,1.830394774,-0.742627405,-0.193864706,-1.079552602,0.329045228,-0.272085296,0.263271321,-1.496927151,0.96117787,-0.528287167,-0.142978326,1.023923533,-0.570944742,-1.917495007,1.025986878,-0.268012056,-0.896958773,-0.93141234,-0.91078096,-1.47882446,0.410298434,-1.750584524,0.243227672,-0.03554991,-0.873954252,0.635524341,0.705091296,-0.350586909,-0.838267709,-0.699214954,-0.755596853,1.081681842,-0.079055338,-0.105984449,-0.392102321,0.371566493,-0.838701937,-1.161209953,-0.962442657,0
-1.283074985,0.628406327,-1.036318887,0.126810376,0.049364756,1.37090916,0.783838667,0.069260414,0.955832653,-0.021791207,0.716046111,-0.237511436,0.02252686,-0.273596329,0.717396441,0.092088127,0.404459858,0.253678794,1.1770859,-0.789365523,-0.779615825,2.251323528,-1.074352251,-0.527940132,0.614435971,0.259032873,0.554299912,-0.989638088,-0.597463773,0.416156366,-1.278885189,0.099359726,0.301495717,-1.026908621,-0.530861629,-0.377296058,-1.827131958,-0.598324745,-0.778870173,-0.459767557,0.437311216,1.88262042,-0.281740563,0.074137608,0.773246066,0.440764114,-0.304264222,-0.904521953,-0.980149311,-0.599661576,3
-0.507830687,-0.832763574,-0.058600854,-0.963819937,1.871293042,0.831476103,-0.71407377,1.319261476,0.854440384,-1.138349023,-0.191382175,1.663223916,-0.12955741,0.758422745,1.01821511,1.020314826,0.230583749,-3.204945012,-0.582701909,0.540526486,1.596649741,1.079941992,-0.895787953,0.720757327,-0.102054884,-1.130906838,-1.129680231,-1.245262778,-1.241292546,-0.970632526,0.763767999,-0.187708975,-0.262864822,-1.369367779,0.413057278,1.619629833,0.375371548,0.478192438,0.369127294,1.47803507,-1.893984233,-0.536445255,0.673785806,0.463415891,-0.170249258,0.754717453,0.688336751,0.643004634,1.291368346,1.405120007,2
1.125061695,-0.334453592,-1.263877639,0.679707266,0.79516161,-0.072350208,-1.455355149,0.371643821,-0.651231404,0.474141254,0.578015871,1.258447368,0.661487747,-0.04802933,0.064074527,-0.745667148,-0.293020241,0.459898168,-1.112707682,1.233096959,-0.974709759,0.856307201,-0.673901126,1.762411505,0.991902868,0.809126745,-0.180575817,0.08848383,-0.4520176,0.931982033,-1.192771633,0.800229483,-0.715664091,0.07821227,-0.315764568,0.035608736,-1.110614366,-0.101177843,1.372283345,-0.996260532,-0.679708005,-0.48259218,-1.016285456,-0.115052602,-0.473550586,-0.588796274,2.4418217,-1.270388583,-0.014217772,-0.276909555,3
-0.129211645,-1.831217124,-1.297346523,-0.659859692,1.099191994,0.827450834,0.241136011,0.608923908,0.000283449,0.688339022,1.700589705,0.684330675,-0.433976754,1.147319063,0.852075599,-1.987516394,0.595174768,0.218320765,1.364225304,0.586277625,0.593961171,1.695807081,-0.166537149,0.187408501,0.669448747,-0.675581029,-0.263511837,-1.112974224,-0.06706373,-2.229065367,0.065615412,-0.568276197,1.49719058,0.103376414,-0.115375035,-1.358485923,-1.151461818,0.790540996,0.011752981,-0.560587283,-1.722388558,-1.478861701,0.100645024,0.538005131,-2.284253919,-0.261239431,0.73841552,-0.169504081,-0.967072096,-0.187751099,2
2.161285492,0.855868901,2.351633716,0.600923019,-0.885852886,-0.049705494,2.27599183,0.429180681,0.034322183,1.660922066,-2.035445973,-0.351589151,-0.096904186,1.060923818,0.809929974,0.995136205,-0.085054748,-1.0542868,-0.524901288,-0.580156635,-0.185609154,0.450422675,1.276708889,-1.795302409,0.016232195,0.00834308,-0.666426537,2.184501421,0.34069561,-1.6803415,-1.377021373,-0.045371125,0.034194863,1.508874328,-1.074961309,-0.462305341,1.060328847,0.622249715,-0.574569409,-0.702637399,-0.803216998,1.290288546,-0.680225049,-1.902915448,-0.247915082,-0.290324982,-0.079216658,1.273507217,0.071200228,-0.317491077,0
0.317739445,-1.691177139,-2.489554476,-1.571386583,1.245471299,-0.314083147,-0.354866374,-1.05584544,-1.451777327,-0.729298841,-1.225468073,-2.261438886,-0.219187933,1.203024075,0.059965737,0.34889855,2.231935836,-0.679557344,2.304569419,-0.224789365,-1.619557239,-0.058147999,-1.206321162,-0.983312182,0.930958488,1.210742553,-0.651144171,-1.093287221,1.553688222,-0.934671362,-0.000232418,-0.249297995,-0.697493004,0.682280924,0.46159479,0.727358733,-1.292074574,-0.705119413,-1.648393371,0.702068589,0.050310658,-1.493629585,0.562726612,0.851026561,-0.709401673,-0.976803342,1.039454973,-0.204842258,-0.073567205,-0.098993194,2
-0.093700566,-0.60295105,1.221791174,0.134521674,1.508088667,0.472991127,2.643234687,-1.309969798,-0.34349421,-0.732833143,-0.27319411,0.939021351,-1.379235898,-1.249611632,0.805593534,-1.34426315,-0.607618617,1.690544636,-0.278040999,0.153698739,1.281346939,0.714215936,-0.002293739,1.339799742,-0.866602708,-0.093963305,0.209522238,0.384869703,1.172048294,1.56656202,-0.553376652,-0.034671482,-0.022304426,0.243875581,0.987336307,-0.207019277,1.557805489,-0.183863757,2.373052522,0.844049488,-1.350596025,-0.789073861,0.78740679,-0.397466248,-0.036326813,-0.798301504,1.803271702,-1.371736523,-0.04369823,-0.42808915,3
-0.533895276,-1.162906512,-1.015267788,-1.866582201,-1.016632829,2.610565548,0.462349119,0.94146027,0.93004194,-0.291288532,0.434179145,0.945249962,1.224506084,-1.65843143,-0.830515363,-0.501435781,0.594327285,1.420007975,-0.401123218,1.468344111,0.10239846,-0.007391797,1.578199959,-1.751882188,-0.064699529,-0.602939832,0.947556178,-0.882593169,0.24305636,1.318149677,0.845157397,-0.034260659,1.790807343,0.070817164,0.069031679,0.364784607,-1.165878621,1.080741375,0.430757918,0.252613748,1.321904532,0.512354998,0.374639433,-0.184793124,0.25051514,-0.826937134,1.485766705,-1.232140899,1.291556816,1.688529795,1
